@relation 'pop2-weka.filters.unsupervised.attribute.AddID-Cfirst-NID-weka.filters.unsupervised.attribute.Remove-R2,62-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.instance.Resample-S1-Z60.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R1-9,11-14,16,18,20-25,30,32-38,40-41,43-60-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,10'

@attribute num_imgs numeric
@attribute data_channel_is_entertainment {0,1}
@attribute data_channel_is_socmed {0,1}
@attribute data_channel_is_world {0,1}
@attribute kw_min_avg numeric
@attribute kw_max_avg numeric
@attribute kw_avg_avg numeric
@attribute self_reference_min_shares numeric
@attribute self_reference_avg_sharess numeric
@attribute is_weekend {0,1}
@attribute lda_02 numeric
@attribute pop2 {0,1}

@data
0,0,0,0,1800,10786.2,5233.8115,23500,23500,0,0.033468,0
33,0,0,0,0,3710.1482,2209.8801,10100,10100,0,0.409663,1
1,0,0,1,0,9273.4004,2846.6555,705,5926.25,0,0.79381,1
1,0,0,0,0,3271.7048,2086.4783,735,735,0,0.446255,1
0,0,0,0,0,3271.7048,1846.4553,1200,1200,0,0.03348,0
0,0,0,0,0,5280.7192,3493.3003,8200,8200,0,0.02502,0
1,1,0,0,2413.3333,13539.5,4515.2075,0,0,0,0.354001,0
12,1,0,0,0,4105.8267,2449.2334,8300,12850,0,0.033335,0
0,1,0,0,1000.3185,7732,3034.5144,18100,18100,0,0.228633,0
14,1,0,0,0,7732,2791.9746,1000,9150,0,0.022277,0
1,0,1,0,0,6544.6924,2915.0073,0,0,0,0.456709,0
16,0,0,0,2187.5967,3271.7048,2752.5864,1700,4500,0,0.137694,1
32,0,0,0,1970.7155,4374.9819,2911.3188,18100,18100,0,0.174115,1
11,0,0,0,0,3271.7048,2201.3354,457,5787.125,0,0.173444,0
13,1,0,0,0,14232.333,4431.7373,746,5482,0,0.025057,0
0,1,0,0,1434.317,3271.7048,2427.6174,1400,3750,0,0.050148,0
0,0,0,0,0,6613.207,3235.23,13500,13500,0,0.020001,0
1,0,0,1,1919.5067,4578.2632,2880.0835,904,1452,0,0.364229,0
1,0,0,0,0,3582.2813,2412.3228,1600,1600,0,0.025008,0
1,1,0,0,0,3495.2417,2557.9084,2000,2800,0,0.033452,0
1,0,0,0,0,7165.2227,3225.5142,4400,4400,0,0.028574,0
10,0,0,0,3218.0571,5280.7192,4231.8613,3700,16600,0,0.033333,1
0,0,0,1,0,3271.7048,1979.1492,1400,1800,0,0.221799,0
1,0,0,0,0,4218.4546,2440.9314,1300,1300,0,0.028572,0
1,0,0,0,1300,3710.1482,2219.1887,0,0,0,0.020433,0
32,0,0,0,0,4049.0874,2500.4712,12,2750.8948,0,0.020046,1
1,0,1,0,0,3802.97,2201.5776,0,0,0,0.028678,0
1,0,0,1,1919.5067,6900,3184.825,0,0,0,0.787434,0
1,0,0,0,2666.1687,4578.2632,3571.2749,3500,3500,0,0.04002,1
0,0,0,0,1851.75,5388.9653,3499.6404,3700,5000,0,0.022273,1
1,0,0,1,0,3268.6179,1988.7018,342,662.66669,0,0.839991,1
17,1,0,0,630,3268.6179,2068.5903,630,3071.6667,0,0.025,0
6,0,0,0,2607.4453,4474.5571,3275.5393,9800,9800,0,0.025035,0
1,0,0,1,1600.8889,3268.6179,2311.665,0,0,0,0.911101,0
1,0,0,1,1600.8889,3268.6179,2393.4148,0,0,0,0.899988,0
0,0,0,0,0,8966.8096,4648.9551,17500,20150,0,0.025001,0
1,1,0,0,1428.6613,3268.6179,2422.3127,914,1157,0,0.050148,0
32,0,1,0,1396.2858,3797.5696,2996.0076,309,7251,0,0.864019,0
1,0,0,0,2697.7634,7123.3525,4276.9028,2900,3300,0,0.02862,0
1,0,0,0,0,3268.6179,1451.7474,2400,2400,0,0.020029,0
6,1,0,0,0,3268.6179,2087.9246,2000,2000,0,0.025007,0
0,0,0,1,0,4611.1313,2107.6177,2100,2100,0,0.801208,0
18,1,0,0,0,4377.6685,3040.9238,750,2116.6667,0,0.028574,0
4,0,0,0,3198.0754,8238.1953,4971.1323,15500,15500,0,0.033333,1
1,0,0,0,0,3268.6179,1618.3295,7600,7600,0,0.208568,0
1,0,0,1,0,3268.6179,1894.1917,0,0,0,0.910955,1
1,0,0,0,1173.0625,3268.6179,2361.0034,3900,3900,0,0.455344,1
0,0,0,0,0,6590.4604,2962.3064,5600,5600,0,0.02,1
1,0,0,0,822.45001,4200.8618,2338.7263,0,0,0,0.02,0
1,1,0,0,0,3700.1582,2201.2622,1500,1650,0,0.162917,0
20,1,0,0,2383.4873,8238.1953,4781.9165,898,8099,0,0.02862,1
1,0,0,0,2607.4453,6432.75,3586.843,1700,52900,0,0.040163,1
1,0,0,1,0,3268.6179,2112.854,906,8400.75,0,0.600354,1
4,1,0,0,0,4883.6875,2492.8152,7000,7000,0,0.249308,1
11,0,0,0,0,4215.2998,2403.8513,1900,3360,0,0.028584,0
1,0,1,0,0,8238.1953,3637.593,3300,5000,0,0.020122,1
10,0,0,0,2010.7268,8238.1953,4677.6255,5800,5800,0,0.15352,0
1,0,0,0,2607.4453,3806.9861,3091.292,3200,3200,0,0.240131,0
32,0,0,0,2010.7268,5282.1431,3492.9773,966,983,0,0.151715,0
1,0,0,1,0,3268.6179,2093.6838,4800,4800,0,0.741491,1
1,0,0,0,1895.6187,3268.6179,2474.126,6000,6000,0,0.050001,0
1,0,0,0,0,3559.1592,2524.2144,0,0,0,0.150381,0
1,0,0,0,0,3268.6179,2156.4683,0,0,0,0.022224,0
1,0,0,0,0,3268.6179,2326.7227,2000,7025,0,0.028627,1
5,0,0,1,1913.8772,3268.6179,2458.6709,641,4560.1665,0,0.91111,0
21,0,1,0,2504.0142,4474.5571,3375.5701,1100,1200,0,0.497405,1
1,1,0,0,2383.4873,4033.4614,3058.6982,964,964,0,0.033334,0
10,0,0,0,2383.4873,5282.1431,3859.0984,3600,3600,0,0.028572,0
12,0,0,0,2079.0925,4700,2903.9329,1300,3325,0,0.242383,1
1,0,1,0,1100,3797.5696,3039.1563,0,0,0,0.025086,0
1,0,0,0,1636.6279,3268.6179,2514.9072,2500,2500,0,0.318711,0
9,0,0,1,1260.3,4056.6648,2730.2869,8600,8600,0,0.714966,0
1,0,0,0,1748.8572,3270.4944,2538.7417,892,1498.4,0,0.040003,1
1,0,0,0,2007.2646,3270.4944,2691.5742,1100,2933.3333,0,0.028581,0
0,0,0,0,459,4351.4443,2549.2566,7800,7800,0,0.34212,0
1,0,0,0,0,3550.189,2350.4578,0,0,0,0.248299,0
0,0,0,0,0,11209.226,4551.2798,1500,1500,0,0.033334,0
0,0,0,0,2001.1143,3270.4944,2622.4312,862,3031,0,0.028579,0
0,0,0,0,0,6566.9355,4005.3677,11400,17100,0,0.040004,0
14,1,0,0,692.5,3685.8679,2019.8243,719,8173,0,0.020075,0
10,0,0,0,2007.2646,8020.3213,3897.1602,1000,5666.6665,0,0.020015,1
15,0,0,0,2010.5,6566.9355,4238.4453,2900,3200,0,0.033333,0
21,0,0,0,2007.2646,3270.4944,2665.1292,564,1431.2,0,0.028579,0
1,0,0,0,0,3270.4944,1894.0444,0,0,0,0.022609,0
1,1,0,0,2082.7615,3270.4944,2705.303,2000,2600,0,0.050148,0
9,0,0,0,0,8457.7402,4129.0483,953,953,0,0.028573,0
0,0,0,0,709.75,3270.4944,2487.1274,5800,6150,0,0.121527,0
21,0,0,0,2007.2646,3550.189,2624.5127,564,7288,0,0.020006,1
19,0,0,0,1222.5,3270.4944,2453.3953,0,0,0,0.028581,0
7,0,0,0,2297.5356,4056.6648,3023.3989,1700,1700,0,0.020007,0
9,0,0,0,2037.2858,4146.1777,2979.1611,8300,8300,0,0.025033,0
11,0,0,1,1582,3806.2844,2499.4236,0,0,0,0.866582,0
1,0,0,0,1205.7142,4904.0615,3061.1829,0,0,0,0.229481,0
1,0,0,1,0,3270.4944,1770.2141,958,958,0,0.899998,0
0,0,1,0,2665.8496,3786.2642,3177.5774,12000,12000,0,0.257918,1
1,0,0,1,1200,3272.4167,2192.8181,617,938.75,0,0.526505,0
0,0,0,1,0,7110.1602,2670.7471,957,1204.6666,0,0.400508,0
1,0,0,0,1058.5714,3270.4944,2175.1328,919,2106.3333,0,0.040056,0
1,0,0,0,2007.2646,3270.4944,2664.1355,6600,7000,0,0.173222,1
20,0,0,0,2001.1143,3270.4944,2628.626,1700,2900,0,0.033344,0
0,0,0,0,0,3542.551,2238.0518,5800,6500,1,0.022231,0
10,0,0,0,0,4048.8608,2818.0273,2500,2500,1,0.02231,1
13,0,0,0,2060.3677,3542.551,2898.8022,6100,6100,1,0.124434,0
14,0,0,0,2650,8440.0264,4551.2021,6700,6700,1,0.025146,1
15,1,0,0,0,5573.3335,2728.7097,855,876.5,1,0.02009,0
15,1,0,0,0,7100,2762.4329,855,281685,1,0.020001,0
0,0,0,0,1983.6154,6883.1152,3898.1836,5200,5200,1,0.020009,1
1,1,0,0,385.33334,3269.4202,2424.519,2000,2000,1,0.239942,0
8,0,1,0,2060.3677,3789.3381,2760.009,2500,8322.2227,1,0.02015,0
1,0,0,0,2312.1326,3269.4202,2814.3672,5500,5500,1,0.025003,1
1,0,0,0,0,3269.4202,1772.2498,665,1716.25,1,0.040001,0
15,1,0,0,1281,6700,3064.4846,662,839,1,0.020191,0
1,1,0,0,1504.4166,5259.3413,3101.7043,1200,1200,1,0.033334,1
11,0,0,0,2604.5786,4048.8608,3071.8232,1300,4640,1,0.028589,0
1,0,0,0,0,21810.223,5725.5381,7800,7800,1,0.028598,1
38,0,0,0,1574.4667,3272.387,2643.7561,1700,3120,1,0.020003,1
11,0,0,1,0,4886.5967,3112.2981,1100,1100,1,0.444619,0
11,0,0,1,0,3790.9226,1987.0979,2500,2500,1,0.899952,0
0,0,0,0,0,9250,4334.6865,18700,18700,1,0.020002,0
1,0,0,1,1750,9733.333,4388.832,0,0,1,0.620623,1
16,0,0,1,0,3790.9226,2387.3835,874,1687,1,0.481154,1
16,1,0,0,0,3272.387,1700.2046,862,862,1,0.025001,0
0,0,0,0,0,5308.8896,2715.9316,1300,1300,1,0.02006,1
11,0,0,1,1830.4546,3790.9226,2704.1313,0,0,1,0.799785,1
17,1,0,0,0,3272.387,1740.1166,719,3806.3333,1,0.020001,0
1,0,0,0,2736.5437,6191.853,3987.1687,0,0,1,0.040032,0
0,0,0,1,2068.0706,4921.25,3148.8425,4100,4100,1,0.020163,0
0,0,0,0,2075.3333,4922.8369,3182.8918,0,0,1,0.033335,0
1,0,0,0,0,3272.387,1880.0986,600,1864.2222,1,0.022223,1
1,0,0,0,1485.5,3272.387,2133.3083,3500,4400,1,0.020001,1
1,0,0,0,1786.9197,4051.9338,3011.4263,370,5362.2412,1,0.020063,0
11,0,0,1,1830.4546,9569.9414,4127.1235,992,992,1,0.629295,0
12,0,0,0,0,7106.418,3593.2146,12900,12900,1,0.02503,1
0,0,0,0,1482.6111,5308.8896,3363.366,0,0,1,0.025,0
1,0,0,1,646,6615.3335,2815.5642,958,1579,1,0.548467,1
11,0,0,1,1465.7142,3790.9226,2479.7607,5700,5700,1,0.899599,1
0,0,0,0,1249.7407,6537.7349,3888.1523,12500,22950,1,0.020124,0
17,1,0,0,0,4354.7944,2274.1563,659,852.33331,1,0.020028,0
0,0,0,0,0,5308.8896,3492.6992,15500,19150,1,0.040001,0
15,0,0,0,0,10769,4415.4946,4100,4100,0,0.028572,1
1,1,0,0,1916,3269.6978,2542.0139,1300,1300,0,0.323978,0
1,0,0,1,1423,8836.5,3089.4143,1300,2375,0,0.600499,0
0,0,0,0,0,6539.9155,3591.6521,3000,3950,0,0.143523,0
0,0,0,0,995.83752,5357.3975,2674.2007,2000,2500,0,0.119178,0
1,0,0,0,1517.6,3269.6978,2328.8606,1800,2300,0,0.29653,0
1,1,0,0,723,3269.6978,2090.6284,697,1435.75,0,0.040146,1
1,0,0,0,2602.3811,4002.7856,3082.5032,8400,8400,0,0.033456,1
1,0,0,1,0,3725.2207,2412.2839,2400,2400,0,0.884869,1
1,0,0,0,917.66669,4166.6665,2449.1245,0,0,0,0.115478,0
1,0,0,0,2736.0869,5357.3975,3787.7273,3200,10350,0,0.066667,0
1,1,0,0,1478.0869,3269.6978,2432.5356,21400,21400,0,0.050138,0
1,0,0,0,0,5450,3751.3042,0,0,0,0.022245,1
54,1,0,0,0,3688.2996,2417.6689,1500,1500,0,0.0223,0
1,0,0,0,0,3269.6978,1817.4423,720,1510,0,0.033347,0
1,0,0,0,0,3475.6379,1922.6677,11100,11100,0,0.025003,0
28,0,1,0,0,3343.3342,2008.2096,1400,9800,0,0.040001,1
0,1,0,0,1531.9063,5310.5815,3334.9932,731,731,0,0.210859,0
11,0,0,1,0,3725.2207,2029.3462,2500,2500,0,0.739905,0
14,0,0,0,0,3785.3479,2400.6941,816,2423.2,0,0.025001,0
10,0,0,0,1527,3269.6978,2196.0435,860,2053.3333,0,0.02,0
11,0,0,0,0,5130,2778.5737,1600,3233.3333,0,0.259504,0
1,1,0,0,0,4049.4233,2197.8921,715,8338.333,0,0.020043,1
1,1,0,0,2006.6824,3269.6978,2810.5146,2600,2600,0,0.02522,0
1,1,0,0,1916,3269.6978,2549.9802,1800,1800,0,0.494648,0
0,1,0,0,1478.0869,5310.5815,3326.0232,1200,4666.6665,0,0.033391,0
10,0,0,0,2671.4492,5140.0947,3777.426,2500,2500,0,0.020018,1
11,0,0,1,0,3978.0115,2723.5217,1300,1300,0,0.518633,1
1,0,0,0,0,3269.6978,1667.2571,664,2782,0,0.033334,0
11,0,0,1,1908.8422,37125,9591.7783,2400,2450,0,0.6395,0
18,0,0,0,0,5929.2998,3336.822,838,1184.5,0,0.02,0
3,0,1,0,655.33331,3788.5515,2497.9092,1200,1200,0,0.759653,0
1,1,0,0,0,3269.6978,2029.5638,13900,13900,0,0.025007,0
14,0,0,0,0,3269.6978,2180.5388,816,1408,0,0.040001,0
10,0,0,0,0,3531.5471,2398.5779,816,1308,0,0.025002,1
9,0,0,0,1527,3269.6978,2212.7334,815,1401.8,0,0.02,0
1,0,0,0,0,3269.6978,2274.1013,853,853,0,0.028576,0
60,0,0,0,1390.5,24921,6212.4346,659,4853,0,0.020001,0
1,0,0,0,0,4879.5503,2776.3276,4000,4000,0,0.128372,1
1,1,0,0,0,4183.8804,2288.5776,881,6027,0,0.120327,0
2,0,0,1,2505.5293,4049.4233,3240.2026,42,4747.3335,0,0.522485,1
1,0,0,0,0,3688.2996,1810.5732,1400,1950,0,0.022244,0
0,0,0,0,2892,6659.2593,4675.8755,695,7032.5,0,0.022223,0
1,0,0,0,0,3783.8501,2642.4482,3200,3200,0,0.0223,1
14,0,0,0,1795.6705,8980,4185.7305,15200,17200,0,0.028871,0
1,0,0,0,0,7308.25,2848.0352,5800,5800,0,0.135718,1
11,0,1,0,0,3783.8501,2637.9131,3200,3200,0,0.865274,0
21,0,0,0,0,9634.083,5261.2236,18200,18200,0,0.028572,0
11,0,0,1,1884.0344,3692.1604,2782.5703,733,1666.5,0,0.654539,0
34,1,0,0,0,3945.1318,2053.1033,1500,4566.6665,0,0.020002,0
1,0,1,0,1786.7617,4071.2605,3156.0959,35300,35300,0,0.028646,1
1,0,0,0,2668.3381,4047.5173,3162.7085,3500,5950,0,0.040104,0
1,0,0,1,0,4427.1655,1963.0154,0,0,0,0.345016,0
11,1,0,0,1711.9231,3390.6599,2596.4644,1300,14233.333,0,0.366423,0
11,0,0,0,0,3271.833,1748.0214,1600,1600,0,0.028622,0
0,0,0,1,1385.5883,7728.4668,3401.4583,3100,3100,0,0.679538,0
1,0,0,1,0,3271.833,1918.5889,650,6787.5,0,0.865304,0
1,0,0,1,0,3271.833,1555.8422,0,0,0,0.89998,0
6,0,0,0,2073.0415,4576.5015,2971.0522,589,589,0,0.020006,0
1,0,0,0,168,4480,2445.8262,0,0,0,0.400057,0
1,0,0,0,0,4179.1685,2890.625,1000,1600,0,0.1133,0
1,0,0,0,0,4200,2231.5906,0,0,0,0.020163,0
11,0,0,1,0,5939.9287,2711.9199,2500,2500,0,0.580666,1
1,0,0,0,1786.7617,3271.833,2443.9844,860,860,0,0.050001,0
1,0,0,0,1218.3334,4576.5015,2934.9053,816,816,0,0.020003,0
5,1,0,0,2366.6182,6517.8037,4006.1929,633,10395.167,0,0.028572,1
1,1,0,0,0,3770.9536,2024.1758,1500,2100,0,0.022227,0
11,0,0,1,1884.0344,3692.1604,2568.4944,10000,10000,0,0.910684,0
1,0,0,1,1460.3036,3271.833,2436.7021,0,0,0,0.837896,0
0,0,0,0,914,5304.9878,2794.7236,1900,1900,0,0.456845,0
1,0,0,0,2939.2996,9075,4559.9927,0,0,0,0.213053,1
1,0,0,0,0,5304.9878,3588.2974,3500,6650,0,0.033335,0
47,0,1,0,1385.1945,3783.8501,2983.8101,309,7251,0,0.863997,0
16,0,1,0,0,3783.8501,1932.5302,254,1977,0,0.033376,0
11,0,0,1,0,3692.1604,2120.3872,2500,2500,0,0.505942,0
1,0,0,0,2044.6666,3271.833,2534.0591,0,0,0,0.05,0
1,0,0,1,1377.375,3271.833,2273.8955,0,0,0,0.798637,0
0,0,0,0,2714.5652,8466.9434,4479.4561,690,690,0,0.022222,0
0,1,0,0,0,3271.833,2446.571,964,964,0,0.033337,0
22,0,0,0,1415.3334,28400,7096.6577,28400,28400,0,0.033337,0
1,0,0,0,0,3624.2126,2308.4639,4700,4700,0,0.020082,0
17,0,0,0,0,8466.9434,3796.0054,1400,10050,0,0.025,0
1,0,0,0,0,4071.2605,2195.5767,864,864,0,0.022229,0
1,0,1,0,0,3783.8501,1873.637,16000,16000,0,0.214714,0
1,0,0,0,1443.7,3271.833,2553.4802,919,919,0,0.050095,0
10,0,0,0,0,6517.8037,3869.6919,4300,9650,0,0.028694,0
0,1,0,0,2094.0776,3271.833,2754.8687,2600,2900,0,0.066958,0
10,0,0,0,0,4129.187,2593.5422,659,2239.6667,0,0.028606,0
0,0,0,0,0,4069.1521,2246.5974,1300,1450,0,0.022298,0
11,0,0,1,1737.275,3581.7607,2457.1912,1600,3850,0,0.898809,0
0,0,0,0,0,5292.29,2797.1609,0,0,0,0.02858,0
12,0,0,0,0,6967.125,3873.4741,1300,1300,0,0.033333,1
0,0,0,1,1924.733,3774.5759,3075.5554,1100,1100,0,0.27308,1
11,0,0,1,1707.131,4549.5684,2847.1582,4300,4300,0,0.786226,0
1,0,0,1,0,3263.8896,2055.4563,0,0,0,0.706116,0
12,1,0,0,1422.512,3263.8896,2436.0325,5300,8000,0,0.040086,0
1,0,1,0,1669.9091,3774.5759,2817.8403,1400,6950,0,0.396834,1
0,0,0,0,2745.8169,7215.6089,4922.9175,14400,14400,0,0.020069,1
1,0,0,1,0,7213.6328,2888.6128,0,0,0,0.247487,1
1,0,0,0,0,3263.8896,2051.6326,488,22197.6,0,0.040184,0
1,0,0,0,0,3263.8896,1969.0647,4100,5750,0,0.197489,0
1,0,0,0,1900,4841.3701,3213.563,5200,7100,0,0.020007,1
11,0,0,1,0,3581.7607,1858.7103,2500,2500,0,0.589346,0
1,0,0,0,0,4841.3701,3326.4697,2000,2000,0,0.022237,1
1,0,0,0,1675,4164.626,2730.2866,2000,25950,0,0.033334,0
6,0,0,1,849.28571,3263.8896,2169.2229,370,835,0,0.742862,0
1,0,0,0,3263.8896,7213.6328,5043.4702,5800,13850,0,0.028611,0
10,1,0,0,0,4098.8076,2441.3872,1300,1300,0,0.022224,0
6,0,0,1,1914,4499.9473,2783.6296,739,2146.3333,0,0.435957,1
1,0,0,0,0,4164.626,2121.0706,1000,4875,0,0.148583,1
11,0,0,1,1737.275,4352,2727.417,2900,2900,0,0.899955,1
1,0,0,0,0,4499.9473,3154.1484,0,0,0,0.020182,1
9,0,0,0,1608,4590.4849,3028.1934,1200,5975,0,0.025001,1
12,0,0,0,3047.3618,15400,6003.479,86300,114700,0,0.028572,0
9,0,0,0,0,3263.8896,1791.6271,1800,4566.6665,0,0.025008,0
11,0,0,1,0,5253.1885,2391.0669,2500,2500,0,0.711007,1
1,0,0,0,0,3263.8896,1866.6965,11800,11800,0,0.025002,1
1,1,0,0,0,3263.8896,1838.9921,959,1879.5,0,0.02501,0
1,0,0,1,0,3263.8896,1538.3873,709,709,0,0.442265,0
11,0,0,1,1300,3774.5759,2476.811,2500,2500,0,0.528385,0
0,0,0,0,0,6494.8594,2627.4968,973,973,0,0.520628,0
1,0,0,1,943.59998,3263.8896,2019.0028,955,955,0,0.899999,0
1,0,1,0,652,6184.2144,2570.3215,0,0,0,0.444832,0
12,1,0,0,2038.0476,25043.334,5532.7446,1200,72150,0,0.020001,1
6,0,0,0,2513.1428,5292.29,4224.0571,1900,1900,0,0.025088,1
1,0,1,0,0,3774.5759,1961.6969,1300,1400,0,0.285166,1
11,0,0,1,0,3581.7607,2101.5317,2500,2500,0,0.642253,0
11,0,0,0,1405.5,5821.686,3416.666,2400,2400,0,0.20457,0
1,0,1,0,3263.8896,3263.8896,3263.8896,715,2503,0,0.2,1
1,0,0,0,0,4862.2935,1911.478,10100,10100,0,0.025077,0
11,1,0,0,764,4080.3792,2567.0298,14200,14200,0,0.020014,1
1,0,0,0,1790.8876,5200,3273.0969,0,0,0,0.025007,1
1,0,0,0,0,4147.562,2070.0386,0,0,0,0.025019,0
12,0,0,0,0,6491.8638,3186.3406,6300,6850,0,0.02,0
1,0,0,0,0,8225,2972.2437,8500,8500,0,0.523023,1
0,0,0,0,2419.9575,4100,3192.0088,1700,1700,0,0.020005,1
1,0,0,0,1653.9375,3958.3333,3103.8718,0,0,0,0.025,1
1,0,0,1,1927.4084,3760.7703,2808.9009,10700,10700,0,0.672809,0
1,0,0,0,0,3266.6985,2109.0781,2800,2800,0,0.028573,0
1,0,0,0,0,3519.4375,2482.6519,2700,4650,0,0.025004,0
1,0,0,0,0,3519.4375,2146.3469,6600,6600,0,0.028577,1
1,0,1,0,0,3760.7703,2640.05,2400,2400,0,0.040117,1
8,0,0,0,1019.5,6491.8638,3927.0742,1300,1300,0,0.025001,0
1,0,0,0,0,4080.3792,2855.9333,705,4849.3335,0,0.119424,0
16,0,0,0,0,8240,4219.1133,3400,4450,0,0.025044,1
11,1,0,0,912.81818,3572.7886,2616.2432,8100,20150,0,0.234559,0
1,0,0,1,0,3266.6985,2259.7888,35300,35300,0,0.898614,0
1,0,0,0,0,3266.6985,2347.8452,1100,1100,0,0.040104,0
1,0,0,0,0,4572.7271,2324.4209,982,1160.6666,0,0.366379,0
25,0,0,0,0,8391.9795,4363.7485,11900,11900,0,0.033333,1
0,0,0,0,1842,6491.8638,4138.3438,1000,1000,0,0.313194,0
1,0,0,0,2064.9014,3266.6985,2768.8015,1300,3850,0,0.185091,0
0,0,0,0,764,3511.3086,2366.9734,1200,1200,0,0.020004,0
11,0,0,0,2064.9014,3266.6985,2619.1116,736,2921.4546,0,0.120428,0
1,0,0,0,0,6895.5386,3469.637,508,4554,0,0.022224,0
1,0,0,0,0,3266.6985,2300.1438,5200,5200,0,0.028578,0
0,0,0,0,0,6491.8638,3139.5483,1700,1750,0,0.020024,1
23,0,0,0,3181.0979,6746.5,5151.8164,29500,32100,0,0.14944,0
1,0,0,1,1927.4084,3266.6985,2487.8811,0,0,0,0.911102,1
0,0,0,0,1950,4147.562,3173.7131,2800,2800,0,0.040003,1
11,0,0,0,0,3266.6985,2414.624,2700,2700,0,0.025061,1
23,0,0,0,0,9200.6924,4434.9429,8000,21350,0,0.028573,0
1,0,0,1,0,12400,3157.7048,6000,6000,0,0.776871,0
1,0,0,0,0,3266.6985,1890.2545,783,783,0,0.171227,0
1,1,0,0,578.66669,11063.363,3343.4883,651,1330.2,0,0.364762,0
12,0,0,0,3181.0979,8391.9795,4784.0015,4000,10650,0,0.04,0
0,0,0,1,0,3266.6985,2248.3608,3300,3300,0,0.695076,0
16,1,0,0,1786.7537,4311.688,2946.2544,1000,6100,0,0.028572,0
1,0,0,0,0,3613.3689,2307.9009,1400,1500,0,0.028597,0
1,0,0,1,1700,3266.6985,2454.364,0,0,0,0.73383,0
1,0,0,0,0,4862.2935,2967.571,0,0,0,0.020127,0
1,0,0,0,0,6859,3363.2346,2500,3833.3333,0,0.02224,1
24,0,0,0,3266.6985,8391.9795,5283.7397,2100,2100,0,0.028603,0
0,0,0,0,0,5360.1953,2237.5535,514,514,0,0.020016,0
1,0,0,0,2397.3948,4862.2935,3255.6223,1600,1600,0,0.025026,0
1,0,0,1,0,6584,2398.4204,1300,6966.6665,0,0.580757,0
31,1,0,0,0,5788.1035,3117.1941,1500,10933.333,0,0.020034,0
1,0,1,0,0,3760.7703,2538.7498,2500,17900,0,0.033426,0
5,0,0,0,0,5298.4619,3268.0383,7400,7400,0,0.033333,1
12,1,0,0,976.5,13671.833,4161.228,955,3688.75,0,0.02226,0
0,0,0,0,2126.6001,3484.5254,2900.5276,13700,13700,0,0.050001,1
0,0,0,0,1036.5,6507,2985.7644,6200,6200,0,0.022265,0
1,0,0,0,1252.7142,4138.3296,2600.3938,4500,4900,0,0.025,1
1,0,0,0,0,4840.9941,3287.4341,0,0,0,0.020022,0
12,0,0,0,2773.4412,5313.3784,3716.1001,828,4114,0,0.028572,1
11,0,0,0,0,3525.5247,2411.6621,4100,4100,0,0.37872,1
10,0,0,0,2672.3225,6854.25,3723.3181,14100,17050,0,0.040137,1
11,0,0,0,1983.3334,7121.1475,3610.9119,1700,37333.332,0,0.025114,1
26,0,0,1,0,5017.5132,2359.7632,873,1915,0,0.558507,0
1,0,0,0,0,3468,2096.4507,0,0,0,0.020001,0
7,0,0,0,2375.1421,4082.1619,3103.5789,8400,11150,0,0.02001,0
1,1,0,0,1549.8636,13671.833,5067.5811,10700,12300,0,0.020056,1
0,0,0,1,1923.0133,12986.167,4119.7358,67500,67500,0,0.457406,0
1,0,0,0,1704.8182,7614.1875,3078.3667,771,2478.5715,0,0.020069,0
12,0,0,1,2496.1917,8478.2031,4463.7896,13900,13900,0,0.177671,1
0,0,0,0,839,4082.1619,2379.1558,19500,19500,0,0.140376,0
1,1,0,0,0,9566.667,2910.304,0,0,0,0.100334,0
9,0,0,0,0,3552.0254,2348.6294,1300,2640,0,0.033343,1
6,0,0,0,2861.4375,5298.4619,3974.3098,1300,1300,0,0.033333,0
9,0,0,0,1615.5714,3264.2979,2642.593,13900,13900,0,0.028572,0
1,0,0,1,0,3767.4939,2347.5327,1200,1200,0,0.5841,1
13,0,0,0,0,8478.2031,4734.9229,6400,6400,0,0.025001,1
1,0,1,0,0,4840.9941,2427.9941,0,0,0,0.022283,1
10,1,0,0,0,4082.1619,2386.165,32200,32200,0,0.412704,1
0,0,0,0,2305.842,8478.2031,4823.3633,6300,6300,0,0.02,0
8,0,0,0,2373.5183,5391.2432,3296.1985,788,4914.6665,1,0.018317,1
0,0,0,0,2060.1169,5296.0239,3351.3503,1100,9460,1,0.020055,1
0,1,0,0,1731.4584,4864.0981,2971.8079,840,2410,1,0.040089,0
1,0,0,0,0,7924.6001,3367.0835,1100,1100,1,0.493051,0
10,0,1,0,2616.8494,6414.2964,3770.3979,1200,9169.2305,1,0.020584,0
10,1,0,0,1050,4077.2058,2770.3491,11300,11300,1,0.025069,0
15,0,0,0,0,8459.4346,3364.4265,7900,7900,1,0.033338,1
0,0,0,0,0,3575,2105.2979,8700,8700,1,0.356517,1
9,0,0,0,2908.1667,8459.4346,4628.6787,7400,7400,1,0.028571,0
8,0,0,0,1355.8889,4000,2802.9331,753,1513.25,1,0.020003,1
0,0,0,0,0,4864.0981,2717.0073,839,1969.5,1,0.020005,1
1,0,0,1,0,3268.6177,1782.853,14500,14500,1,0.775003,0
0,0,0,0,0,11400,4057.1492,47800,47800,1,0.466347,0
